Scheme Name,Date,NAV
Delta Smallcap Fund,2018-01-03,99.9691
Delta Smallcap Fund,2018-01-04,100.2607
Delta Smallcap Fund,2018-01-05,100.3051
Delta Smallcap Fund,2018-01-06,100.3454
Delta Smallcap Fund,2018-01-07,100.0144
Delta Smallcap Fund,2018-01-08,99.703
Delta Smallcap Fund,2018-01-09,99.0217
Delta Smallcap Fund,2018-01-10,99.9165
Delta Smallcap Fund,2018-01-11,99.3145
Delta Smallcap Fund,2018-01-12,98.9881
Delta Smallcap Fund,2018-01-13,98.6489
Delta Smallcap Fund,2018-01-14,99.1163
Delta Smallcap Fund,2018-01-15,98.9889
Delta Smallcap Fund,2018-01-16,99.6327
Delta Smallcap Fund,2018-01-17,99.316
Delta Smallcap Fund,2018-01-18,99.4755
Delta Smallcap Fund,2018-01-19,99.0778
Delta Smallcap Fund,2018-01-20,100.1704
Delta Smallcap Fund,2018-01-21,99.5966
Delta Smallcap Fund,2018-01-22,99.7715
Delta Smallcap Fund,2018-01-23,100.1084
Delta Smallcap Fund,2018-01-24,100.3353
Delta Smallcap Fund,2018-01-25,100.2627
Delta Smallcap Fund,2018-01-26,100.2177
Delta Smallcap Fund,2018-01-27,100.2596
Delta Smallcap Fund,2018-01-28,100.2061
Delta Smallcap Fund,2018-01-29,100.7081
Delta Smallcap Fund,2018-01-30,101.8333
Delta Smallcap Fund,2018-01-31,101.5746
Delta Smallcap Fund,2018-02-01,100.9097
Delta Smallcap Fund,2018-02-02,100.8856
Delta Smallcap Fund,2018-02-03,102.1954
Delta Smallcap Fund,2018-02-04,101.8136
Delta Smallcap Fund,2018-02-05,102.6531
Delta Smallcap Fund,2018-02-06,103.512
Delta Smallcap Fund,2018-02-07,103.2552
Delta Smallcap Fund,2018-02-08,103.5597
Delta Smallcap Fund,2018-02-09,104.3939
Delta Smallcap Fund,2018-02-10,104.2243
Delta Smallcap Fund,2018-02-11,104.1425
Delta Smallcap Fund,2018-02-12,103.8717
Delta Smallcap Fund,2018-02-13,103.3843
Delta Smallcap Fund,2018-02-14,103.0797
Delta Smallcap Fund,2018-02-15,102.4877
Delta Smallcap Fund,2018-02-16,102.5247
Delta Smallcap Fund,2018-02-17,102.1598
Delta Smallcap Fund,2018-02-18,102.2966
Delta Smallcap Fund,2018-02-19,101.5387
Delta Smallcap Fund,2018-02-20,101.7241
Delta Smallcap Fund,2018-02-21,102.1609
Delta Smallcap Fund,2018-02-22,101.184
Delta Smallcap Fund,2018-02-23,101.3911
Delta Smallcap Fund,2018-02-24,102.0249
Delta Smallcap Fund,2018-02-25,101.4401
Delta Smallcap Fund,2018-02-26,102.2964
Delta Smallcap Fund,2018-02-27,102.5259
Delta Smallcap Fund,2018-02-28,102.1934
Delta Smallcap Fund,2018-03-01,102.1855
Delta Smallcap Fund,2018-03-02,102.4846
Delta Smallcap Fund,2018-03-03,102.5426
Delta Smallcap Fund,2018-03-04,102.832
Delta Smallcap Fund,2018-03-05,102.3917
Delta Smallcap Fund,2018-03-06,102.4964
Delta Smallcap Fund,2018-03-07,101.8095
Delta Smallcap Fund,2018-03-08,101.7739
Delta Smallcap Fund,2018-03-09,101.3419
Delta Smallcap Fund,2018-03-10,100.9942
Delta Smallcap Fund,2018-03-11,101.6322
Delta Smallcap Fund,2018-03-12,102.1979
Delta Smallcap Fund,2018-03-13,102.5225
Delta Smallcap Fund,2018-03-14,101.9963
Delta Smallcap Fund,2018-03-15,101.8581
Delta Smallcap Fund,2018-03-16,102.4846
Delta Smallcap Fund,2018-03-17,102.5755
Delta Smallcap Fund,2018-03-18,103.7552
Delta Smallcap Fund,2018-03-19,103.9718
Delta Smallcap Fund,2018-03-20,104.0878
Delta Smallcap Fund,2018-03-21,103.9533
Delta Smallcap Fund,2018-03-22,104.0401
Delta Smallcap Fund,2018-03-23,103.9838
Delta Smallcap Fund,2018-03-24,104.3579
Delta Smallcap Fund,2018-03-25,104.8562
Delta Smallcap Fund,2018-03-26,104.4832
Delta Smallcap Fund,2018-03-27,103.8376
Delta Smallcap Fund,2018-03-28,102.9395
Delta Smallcap Fund,2018-03-29,103.2135
Delta Smallcap Fund,2018-03-30,102.6818
Delta Smallcap Fund,2018-03-31,101.6254
Delta Smallcap Fund,2018-04-01,101.8397
Delta Smallcap Fund,2018-04-02,103.1062
Delta Smallcap Fund,2018-04-03,103.1231
Delta Smallcap Fund,2018-04-04,103.5624
Delta Smallcap Fund,2018-04-05,103.6233
Delta Smallcap Fund,2018-04-06,103.5939
Delta Smallcap Fund,2018-04-07,104.0734
Delta Smallcap Fund,2018-04-08,103.9483
Delta Smallcap Fund,2018-04-09,104.1019
Delta Smallcap Fund,2018-04-10,104.2828
Delta Smallcap Fund,2018-04-11,103.9688
Delta Smallcap Fund,2018-04-12,104.4848
Delta Smallcap Fund,2018-04-13,104.4173
Delta Smallcap Fund,2018-04-14,104.0594
Delta Smallcap Fund,2018-04-15,104.3477
Delta Smallcap Fund,2018-04-16,103.9184
Delta Smallcap Fund,2018-04-17,103.9525
Delta Smallcap Fund,2018-04-18,103.968
Delta Smallcap Fund,2018-04-19,104.5309
Delta Smallcap Fund,2018-04-20,104.7883
Delta Smallcap Fund,2018-04-21,104.7958
Delta Smallcap Fund,2018-04-22,105.2246
Delta Smallcap Fund,2018-04-23,105.9397
Delta Smallcap Fund,2018-04-24,106.2386
Delta Smallcap Fund,2018-04-25,106.2638
Delta Smallcap Fund,2018-04-26,105.6279
Delta Smallcap Fund,2018-04-27,105.1154
Delta Smallcap Fund,2018-04-28,104.9827
Delta Smallcap Fund,2018-04-29,104.698
Delta Smallcap Fund,2018-04-30,104.6245
Delta Smallcap Fund,2018-05-01,104.6728
Delta Smallcap Fund,2018-05-02,104.9577
Delta Smallcap Fund,2018-05-03,104.9424
Delta Smallcap Fund,2018-05-04,105.2057
Delta Smallcap Fund,2018-05-05,105.2579
Delta Smallcap Fund,2018-05-06,104.2902
Delta Smallcap Fund,2018-05-07,103.8405
Delta Smallcap Fund,2018-05-08,103.7885
Delta Smallcap Fund,2018-05-09,103.2036
Delta Smallcap Fund,2018-05-10,103.5236
Delta Smallcap Fund,2018-05-11,104.309
Delta Smallcap Fund,2018-05-12,104.9383
Delta Smallcap Fund,2018-05-13,104.8516
Delta Smallcap Fund,2018-05-14,105.617
Delta Smallcap Fund,2018-05-15,105.7113
Delta Smallcap Fund,2018-05-16,105.5628
Delta Smallcap Fund,2018-05-17,105.2761
Delta Smallcap Fund,2018-05-18,105.1448
Delta Smallcap Fund,2018-05-19,104.9707
Delta Smallcap Fund,2018-05-20,105.076
Delta Smallcap Fund,2018-05-21,105.1762
Delta Smallcap Fund,2018-05-22,105.1978
Delta Smallcap Fund,2018-05-23,105.4362
Delta Smallcap Fund,2018-05-24,106.0516
Delta Smallcap Fund,2018-05-25,106.5463
Delta Smallcap Fund,2018-05-26,105.8239
Delta Smallcap Fund,2018-05-27,104.5669
Delta Smallcap Fund,2018-05-28,105.0541
Delta Smallcap Fund,2018-05-29,104.3906
Delta Smallcap Fund,2018-05-30,104.2983
Delta Smallcap Fund,2018-05-31,103.7332
Delta Smallcap Fund,2018-06-01,102.8522
Delta Smallcap Fund,2018-06-02,103.1429
Delta Smallcap Fund,2018-06-03,103.5425
Delta Smallcap Fund,2018-06-04,103.2743
Delta Smallcap Fund,2018-06-05,101.9987
Delta Smallcap Fund,2018-06-06,101.7456
Delta Smallcap Fund,2018-06-07,101.9615
Delta Smallcap Fund,2018-06-08,101.2421
Delta Smallcap Fund,2018-06-09,101.3537
Delta Smallcap Fund,2018-06-10,101.3661
Delta Smallcap Fund,2018-06-11,101.6757
Delta Smallcap Fund,2018-06-12,101.7555
Delta Smallcap Fund,2018-06-13,101.289
Delta Smallcap Fund,2018-06-14,101.9073
Delta Smallcap Fund,2018-06-15,101.848
Delta Smallcap Fund,2018-06-16,101.8544
Delta Smallcap Fund,2018-06-17,101.4077
Delta Smallcap Fund,2018-06-18,101.2061
Delta Smallcap Fund,2018-06-19,100.7837
Delta Smallcap Fund,2018-06-20,100.7172
Delta Smallcap Fund,2018-06-21,101.5931
Delta Smallcap Fund,2018-06-22,100.9271
Delta Smallcap Fund,2018-06-23,100.1403
Delta Smallcap Fund,2018-06-24,100.8959
Delta Smallcap Fund,2018-06-25,100.8113
Delta Smallcap Fund,2018-06-26,100.4967
Delta Smallcap Fund,2018-06-27,101.0367
Delta Smallcap Fund,2018-06-28,100.7539
Delta Smallcap Fund,2018-06-29,101.6869
Delta Smallcap Fund,2018-06-30,102.0458
Delta Smallcap Fund,2018-07-01,101.8219
Delta Smallcap Fund,2018-07-02,102.9205
Delta Smallcap Fund,2018-07-03,102.6377
Delta Smallcap Fund,2018-07-04,103.0287
Delta Smallcap Fund,2018-07-05,103.1984
Delta Smallcap Fund,2018-07-06,103.8692
Delta Smallcap Fund,2018-07-07,104.67
Delta Smallcap Fund,2018-07-08,104.706
Delta Smallcap Fund,2018-07-09,104.3493
Delta Smallcap Fund,2018-07-10,104.5993
Delta Smallcap Fund,2018-07-11,104.2804
Delta Smallcap Fund,2018-07-12,105.3071
Delta Smallcap Fund,2018-07-13,105.3954
Delta Smallcap Fund,2018-07-14,105.2327
Delta Smallcap Fund,2018-07-15,105.3451
Delta Smallcap Fund,2018-07-16,104.6915
Delta Smallcap Fund,2018-07-17,104.2257
Delta Smallcap Fund,2018-07-18,104.8459
Delta Smallcap Fund,2018-07-19,104.5374
Delta Smallcap Fund,2018-07-20,104.034
Delta Smallcap Fund,2018-07-21,104.3223
Delta Smallcap Fund,2018-07-22,104.9352
Delta Smallcap Fund,2018-07-23,105.3146
Delta Smallcap Fund,2018-07-24,105.8327
Delta Smallcap Fund,2018-07-25,105.4743
Delta Smallcap Fund,2018-07-26,104.7834
Delta Smallcap Fund,2018-07-27,105.554
Delta Smallcap Fund,2018-07-28,105.4127
Delta Smallcap Fund,2018-07-29,105.3073
Delta Smallcap Fund,2018-07-30,105.9914
Delta Smallcap Fund,2018-07-31,106.2895
Delta Smallcap Fund,2018-08-01,106.5374
Delta Smallcap Fund,2018-08-02,107.6399
Delta Smallcap Fund,2018-08-03,107.3382
Delta Smallcap Fund,2018-08-04,107.8221
Delta Smallcap Fund,2018-08-05,107.8706
Delta Smallcap Fund,2018-08-06,108.0249
Delta Smallcap Fund,2018-08-07,108.8091
Delta Smallcap Fund,2018-08-08,109.0831
Delta Smallcap Fund,2018-08-09,109.3722
Delta Smallcap Fund,2018-08-10,109.9285
Delta Smallcap Fund,2018-08-11,109.766
Delta Smallcap Fund,2018-08-12,109.3664
Delta Smallcap Fund,2018-08-13,108.864
Delta Smallcap Fund,2018-08-14,107.9008
Delta Smallcap Fund,2018-08-15,108.9489
Delta Smallcap Fund,2018-08-16,108.4173
Delta Smallcap Fund,2018-08-17,108.3267
Delta Smallcap Fund,2018-08-18,108.2083
Delta Smallcap Fund,2018-08-19,108.382
Delta Smallcap Fund,2018-08-20,108.8098
Delta Smallcap Fund,2018-08-21,109.2601
Delta Smallcap Fund,2018-08-22,108.9885
Delta Smallcap Fund,2018-08-23,108.925
Delta Smallcap Fund,2018-08-24,109.0863
Delta Smallcap Fund,2018-08-25,108.9819
Delta Smallcap Fund,2018-08-26,109.8056
Delta Smallcap Fund,2018-08-27,110.0711
Delta Smallcap Fund,2018-08-28,110.4585
Delta Smallcap Fund,2018-08-29,110.81
Delta Smallcap Fund,2018-08-30,111.4167
Delta Smallcap Fund,2018-08-31,111.5272
Delta Smallcap Fund,2018-09-01,110.8988
Delta Smallcap Fund,2018-09-02,111.1186
Delta Smallcap Fund,2018-09-03,110.8129
Delta Smallcap Fund,2018-09-04,110.5686
Delta Smallcap Fund,2018-09-05,110.8818
Delta Smallcap Fund,2018-09-06,111.521
Delta Smallcap Fund,2018-09-07,111.5516
Delta Smallcap Fund,2018-09-08,111.726
Delta Smallcap Fund,2018-09-09,112.5971
Delta Smallcap Fund,2018-09-10,112.7375
Delta Smallcap Fund,2018-09-11,114.0583
Delta Smallcap Fund,2018-09-12,114.3611
Delta Smallcap Fund,2018-09-13,113.5007
Delta Smallcap Fund,2018-09-14,113.8974
Delta Smallcap Fund,2018-09-15,114.108
Delta Smallcap Fund,2018-09-16,114.7728
Delta Smallcap Fund,2018-09-17,115.1294
Delta Smallcap Fund,2018-09-18,115.0802
Delta Smallcap Fund,2018-09-19,114.4881
Delta Smallcap Fund,2018-09-20,114.4035
Delta Smallcap Fund,2018-09-21,113.9983
Delta Smallcap Fund,2018-09-22,113.728
Delta Smallcap Fund,2018-09-23,114.0423
Delta Smallcap Fund,2018-09-24,114.8973
Delta Smallcap Fund,2018-09-25,115.1146
Delta Smallcap Fund,2018-09-26,114.5367
Delta Smallcap Fund,2018-09-27,114.779
Delta Smallcap Fund,2018-09-28,115.3973
Delta Smallcap Fund,2018-09-29,115.1124
Delta Smallcap Fund,2018-09-30,115.0654
Delta Smallcap Fund,2018-10-01,115.0927
Delta Smallcap Fund,2018-10-02,114.7203
Delta Smallcap Fund,2018-10-03,115.0644
Delta Smallcap Fund,2018-10-04,115.0239
Delta Smallcap Fund,2018-10-05,115.2537
Delta Smallcap Fund,2018-10-06,114.83
Delta Smallcap Fund,2018-10-07,114.6312
Delta Smallcap Fund,2018-10-08,115.0124
Delta Smallcap Fund,2018-10-09,114.846
Delta Smallcap Fund,2018-10-10,115.7295
Delta Smallcap Fund,2018-10-11,115.5497
Delta Smallcap Fund,2018-10-12,115.682
Delta Smallcap Fund,2018-10-13,116.1683
Delta Smallcap Fund,2018-10-14,115.4791
Delta Smallcap Fund,2018-10-15,114.6187
Delta Smallcap Fund,2018-10-16,113.8759
Delta Smallcap Fund,2018-10-17,114.5272
Delta Smallcap Fund,2018-10-18,114.2712
Delta Smallcap Fund,2018-10-19,115.5703
Delta Smallcap Fund,2018-10-20,115.3082
Delta Smallcap Fund,2018-10-21,115.4205
Delta Smallcap Fund,2018-10-22,116.2116
Delta Smallcap Fund,2018-10-23,117.2346
Delta Smallcap Fund,2018-10-24,118.2854
Delta Smallcap Fund,2018-10-25,118.9095
Delta Smallcap Fund,2018-10-26,119.4416
Delta Smallcap Fund,2018-10-27,119.7578
Delta Smallcap Fund,2018-10-28,120.167
Delta Smallcap Fund,2018-10-29,119.9114
Delta Smallcap Fund,2018-10-30,119.5223
Delta Smallcap Fund,2018-10-31,119.5406
Delta Smallcap Fund,2018-11-01,119.4755
Delta Smallcap Fund,2018-11-02,119.2689
Delta Smallcap Fund,2018-11-03,119.6371
Delta Smallcap Fund,2018-11-04,120.1348
Delta Smallcap Fund,2018-11-05,120.199
Delta Smallcap Fund,2018-11-06,120.9577
Delta Smallcap Fund,2018-11-07,120.4069
Delta Smallcap Fund,2018-11-08,120.3301
Delta Smallcap Fund,2018-11-09,119.9917
Delta Smallcap Fund,2018-11-10,119.0784
Delta Smallcap Fund,2018-11-11,119.057
Delta Smallcap Fund,2018-11-12,119.0162
Delta Smallcap Fund,2018-11-13,119.7929
Delta Smallcap Fund,2018-11-14,120.1283
Delta Smallcap Fund,2018-11-15,119.6362
Delta Smallcap Fund,2018-11-16,120.5833
Delta Smallcap Fund,2018-11-17,121.2138
Delta Smallcap Fund,2018-11-18,121.5248
Delta Smallcap Fund,2018-11-19,121.4316
Delta Smallcap Fund,2018-11-20,120.9719
Delta Smallcap Fund,2018-11-21,120.8058
Delta Smallcap Fund,2018-11-22,121.3701
Delta Smallcap Fund,2018-11-23,122.3324
Delta Smallcap Fund,2018-11-24,123.124
Delta Smallcap Fund,2018-11-25,122.8996
Delta Smallcap Fund,2018-11-26,122.3598
Delta Smallcap Fund,2018-11-27,122.4503
Delta Smallcap Fund,2018-11-28,121.586
Delta Smallcap Fund,2018-11-29,121.7676
Delta Smallcap Fund,2018-11-30,121.7138
Delta Smallcap Fund,2018-12-01,121.5008
Delta Smallcap Fund,2018-12-02,120.7234
Delta Smallcap Fund,2018-12-03,121.0002
Delta Smallcap Fund,2018-12-04,120.7539
Delta Smallcap Fund,2018-12-05,120.1889
Delta Smallcap Fund,2018-12-06,118.7728
Delta Smallcap Fund,2018-12-07,118.7791
Delta Smallcap Fund,2018-12-08,119.6852
Delta Smallcap Fund,2018-12-09,120.5358
Delta Smallcap Fund,2018-12-10,120.3273
Delta Smallcap Fund,2018-12-11,120.0462
Delta Smallcap Fund,2018-12-12,120.3005
Delta Smallcap Fund,2018-12-13,119.8213
Delta Smallcap Fund,2018-12-14,119.9922
Delta Smallcap Fund,2018-12-15,120.3953
Delta Smallcap Fund,2018-12-16,121.0287
Delta Smallcap Fund,2018-12-17,120.9987
Delta Smallcap Fund,2018-12-18,120.9168
Delta Smallcap Fund,2018-12-19,120.4978
Delta Smallcap Fund,2018-12-20,120.1044
Delta Smallcap Fund,2018-12-21,120.0112
Delta Smallcap Fund,2018-12-22,120.2148
Delta Smallcap Fund,2018-12-23,120.6916
Delta Smallcap Fund,2018-12-24,120.3101
Delta Smallcap Fund,2018-12-25,121.0764
Delta Smallcap Fund,2018-12-26,120.9608
Delta Smallcap Fund,2018-12-27,120.9701
Delta Smallcap Fund,2018-12-28,120.6165
Delta Smallcap Fund,2018-12-29,119.4244
Delta Smallcap Fund,2018-12-30,119.8864
Delta Smallcap Fund,2018-12-31,120.2749
Delta Smallcap Fund,2019-01-01,120.1542
Delta Smallcap Fund,2019-01-02,120.2077
Delta Smallcap Fund,2019-01-03,120.4857
Delta Smallcap Fund,2019-01-04,119.7244
Delta Smallcap Fund,2019-01-05,119.4799
Delta Smallcap Fund,2019-01-06,119.897
Delta Smallcap Fund,2019-01-07,119.2899
Delta Smallcap Fund,2019-01-08,119.4566
Delta Smallcap Fund,2019-01-09,118.7983
Delta Smallcap Fund,2019-01-10,119.0516
Delta Smallcap Fund,2019-01-11,119.0537
Delta Smallcap Fund,2019-01-12,118.2662
Delta Smallcap Fund,2019-01-13,118.8685
Delta Smallcap Fund,2019-01-14,118.5212
Delta Smallcap Fund,2019-01-15,118.1361
Delta Smallcap Fund,2019-01-16,118.2564
Delta Smallcap Fund,2019-01-17,118.8507
Delta Smallcap Fund,2019-01-18,118.3628
Delta Smallcap Fund,2019-01-19,118.4137
Delta Smallcap Fund,2019-01-20,118.6481
Delta Smallcap Fund,2019-01-21,119.0146
Delta Smallcap Fund,2019-01-22,119.1228
Delta Smallcap Fund,2019-01-23,118.9593
Delta Smallcap Fund,2019-01-24,118.5655
Delta Smallcap Fund,2019-01-25,118.6286
Delta Smallcap Fund,2019-01-26,118.1125
Delta Smallcap Fund,2019-01-27,116.6719
Delta Smallcap Fund,2019-01-28,116.9101
Delta Smallcap Fund,2019-01-29,117.3821
Delta Smallcap Fund,2019-01-30,116.2206
Delta Smallcap Fund,2019-01-31,115.7358
Delta Smallcap Fund,2019-02-01,116.0653
Delta Smallcap Fund,2019-02-02,117.1141
Delta Smallcap Fund,2019-02-03,117.1445
Delta Smallcap Fund,2019-02-04,116.8005
Epsilon Largecap Fund,2018-01-01,99.9286
Epsilon Largecap Fund,2018-01-02,100.636
Epsilon Largecap Fund,2018-01-03,100.333
Epsilon Largecap Fund,2018-01-04,99.9534
Epsilon Largecap Fund,2018-01-05,99.732
Epsilon Largecap Fund,2018-01-06,99.2754
Epsilon Largecap Fund,2018-01-07,99.3567
Epsilon Largecap Fund,2018-01-08,100.1891
Epsilon Largecap Fund,2018-01-09,100.3706
Epsilon Largecap Fund,2018-01-10,100.2644
Epsilon Largecap Fund,2018-01-11,100.1385
Epsilon Largecap Fund,2018-01-12,99.3769
Epsilon Largecap Fund,2018-01-13,99.8385
Epsilon Largecap Fund,2018-01-14,99.8195
Epsilon Largecap Fund,2018-01-15,99.7493
Epsilon Largecap Fund,2018-01-16,101.3659
Epsilon Largecap Fund,2018-01-17,101.5352
Epsilon Largecap Fund,2018-01-18,101.1793
Epsilon Largecap Fund,2018-01-19,100.9862
Epsilon Largecap Fund,2018-01-20,101.5804
Epsilon Largecap Fund,2018-01-21,101.657
Epsilon Largecap Fund,2018-01-22,100.9579
Epsilon Largecap Fund,2018-01-23,101.4375
Epsilon Largecap Fund,2018-01-24,101.1234
Epsilon Largecap Fund,2018-01-25,102.0801
Epsilon Largecap Fund,2018-01-26,102.6401
Epsilon Largecap Fund,2018-01-27,102.4364
Epsilon Largecap Fund,2018-01-28,103.0969
Epsilon Largecap Fund,2018-01-29,103.1509
Epsilon Largecap Fund,2018-01-30,103.5973
Epsilon Largecap Fund,2018-01-31,103.8596
Epsilon Largecap Fund,2018-02-01,103.4564
Epsilon Largecap Fund,2018-02-02,103.1547
Epsilon Largecap Fund,2018-02-03,103.6897
Epsilon Largecap Fund,2018-02-04,103.5423
Epsilon Largecap Fund,2018-02-05,103.3604
Epsilon Largecap Fund,2018-02-06,102.9029
Epsilon Largecap Fund,2018-02-07,103.1347
Epsilon Largecap Fund,2018-02-08,104.1859
Epsilon Largecap Fund,2018-02-09,103.6722
Epsilon Largecap Fund,2018-02-10,103.7043
Epsilon Largecap Fund,2018-02-11,104.4304
Epsilon Largecap Fund,2018-02-12,104.4106
Epsilon Largecap Fund,2018-02-13,104.6568
Epsilon Largecap Fund,2018-02-14,104.1456
Epsilon Largecap Fund,2018-02-15,104.3797
Epsilon Largecap Fund,2018-02-16,104.3061
Epsilon Largecap Fund,2018-02-17,104.819
Epsilon Largecap Fund,2018-02-18,105.4327
Epsilon Largecap Fund,2018-02-19,106.7475
Epsilon Largecap Fund,2018-02-20,107.0573
Epsilon Largecap Fund,2018-02-21,107.2402
Epsilon Largecap Fund,2018-02-22,107.3574
Epsilon Largecap Fund,2018-02-23,107.2008
Epsilon Largecap Fund,2018-02-24,107.3901
Epsilon Largecap Fund,2018-02-25,107.2624
Epsilon Largecap Fund,2018-02-26,107.3666
Epsilon Largecap Fund,2018-02-27,108.0454
Epsilon Largecap Fund,2018-02-28,107.5621
Epsilon Largecap Fund,2018-03-01,108.152
Epsilon Largecap Fund,2018-03-02,108.8306
Epsilon Largecap Fund,2018-03-03,108.7916
Epsilon Largecap Fund,2018-03-04,107.7506
Epsilon Largecap Fund,2018-03-05,107.4667
Epsilon Largecap Fund,2018-03-06,108.1352
Epsilon Largecap Fund,2018-03-07,108.1438
Epsilon Largecap Fund,2018-03-08,107.6641
Epsilon Largecap Fund,2018-03-09,107.4318
Epsilon Largecap Fund,2018-03-10,107.8721
Epsilon Largecap Fund,2018-03-11,108.1654
Epsilon Largecap Fund,2018-03-12,108.066
Epsilon Largecap Fund,2018-03-13,107.9026
Epsilon Largecap Fund,2018-03-14,107.7267
Epsilon Largecap Fund,2018-03-15,107.2855
Epsilon Largecap Fund,2018-03-16,108.1132
Epsilon Largecap Fund,2018-03-17,107.972
Epsilon Largecap Fund,2018-03-18,108.6006
Epsilon Largecap Fund,2018-03-19,109.3812
Epsilon Largecap Fund,2018-03-20,109.9004
Epsilon Largecap Fund,2018-03-21,109.7046
Epsilon Largecap Fund,2018-03-22,109.9264
Epsilon Largecap Fund,2018-03-23,109.9343
Epsilon Largecap Fund,2018-03-24,109.5025
Epsilon Largecap Fund,2018-03-25,109.6847
Epsilon Largecap Fund,2018-03-26,109.1152
Epsilon Largecap Fund,2018-03-27,109.729
Epsilon Largecap Fund,2018-03-28,109.5167
Epsilon Largecap Fund,2018-03-29,109.6373
Epsilon Largecap Fund,2018-03-30,109.7989
Epsilon Largecap Fund,2018-03-31,109.6895
Epsilon Largecap Fund,2018-04-01,110.0028
Epsilon Largecap Fund,2018-04-02,109.7854
Epsilon Largecap Fund,2018-04-03,110.241
Epsilon Largecap Fund,2018-04-04,109.588
Epsilon Largecap Fund,2018-04-05,109.6712
Epsilon Largecap Fund,2018-04-06,110.6607
Epsilon Largecap Fund,2018-04-07,110.1805
Epsilon Largecap Fund,2018-04-08,109.8616
Epsilon Largecap Fund,2018-04-09,110.1386
Epsilon Largecap Fund,2018-04-10,110.2484
Epsilon Largecap Fund,2018-04-11,110.4437
Epsilon Largecap Fund,2018-04-12,110.7083
Epsilon Largecap Fund,2018-04-13,111.0456
Epsilon Largecap Fund,2018-04-14,111.6205
Epsilon Largecap Fund,2018-04-15,111.8454
Epsilon Largecap Fund,2018-04-16,111.7448
Epsilon Largecap Fund,2018-04-17,112.1011
Epsilon Largecap Fund,2018-04-18,113.071
Epsilon Largecap Fund,2018-04-19,113.0247
Epsilon Largecap Fund,2018-04-20,112.5574
Epsilon Largecap Fund,2018-04-21,113.131
Epsilon Largecap Fund,2018-04-22,113.0908
Epsilon Largecap Fund,2018-04-23,112.0244
Epsilon Largecap Fund,2018-04-24,112.4681
Epsilon Largecap Fund,2018-04-25,112.2205
Epsilon Largecap Fund,2018-04-26,112.1952
Epsilon Largecap Fund,2018-04-27,112.3812
Epsilon Largecap Fund,2018-04-28,112.4965
Epsilon Largecap Fund,2018-04-29,112.8712
Epsilon Largecap Fund,2018-04-30,112.6734
Epsilon Largecap Fund,2018-05-01,112.95
Epsilon Largecap Fund,2018-05-02,112.8402
Epsilon Largecap Fund,2018-05-03,113.2296
Epsilon Largecap Fund,2018-05-04,113.5573
Epsilon Largecap Fund,2018-05-05,113.1096
Epsilon Largecap Fund,2018-05-06,113.6726
Epsilon Largecap Fund,2018-05-07,113.4246
Epsilon Largecap Fund,2018-05-08,113.8486
Epsilon Largecap Fund,2018-05-09,114.0523
Epsilon Largecap Fund,2018-05-10,114.9914
Epsilon Largecap Fund,2018-05-11,114.8996
Epsilon Largecap Fund,2018-05-12,114.745
Epsilon Largecap Fund,2018-05-13,114.7553
Epsilon Largecap Fund,2018-05-14,114.6237
Epsilon Largecap Fund,2018-05-15,115.0436
Epsilon Largecap Fund,2018-05-16,114.2555
Epsilon Largecap Fund,2018-05-17,113.7486
Epsilon Largecap Fund,2018-05-18,113.2347
Epsilon Largecap Fund,2018-05-19,113.7299
Epsilon Largecap Fund,2018-05-20,114.6052
Epsilon Largecap Fund,2018-05-21,114.573
Epsilon Largecap Fund,2018-05-22,114.5086
Epsilon Largecap Fund,2018-05-23,114.5636
Epsilon Largecap Fund,2018-05-24,115.1645
Epsilon Largecap Fund,2018-05-25,114.7209
Epsilon Largecap Fund,2018-05-26,114.86
Epsilon Largecap Fund,2018-05-27,115.3676
Epsilon Largecap Fund,2018-05-28,115.6382
Epsilon Largecap Fund,2018-05-29,115.753
Epsilon Largecap Fund,2018-05-30,116.2735
Epsilon Largecap Fund,2018-05-31,114.9419
Epsilon Largecap Fund,2018-06-01,115.3008
Epsilon Largecap Fund,2018-06-02,114.9938
Epsilon Largecap Fund,2018-06-03,114.0985
Epsilon Largecap Fund,2018-06-04,114.3741
Epsilon Largecap Fund,2018-06-05,115.0809
Epsilon Largecap Fund,2018-06-06,115.0322
Epsilon Largecap Fund,2018-06-07,115.5286
Epsilon Largecap Fund,2018-06-08,116.3548
Epsilon Largecap Fund,2018-06-09,117.0322
Epsilon Largecap Fund,2018-06-10,117.8722
Epsilon Largecap Fund,2018-06-11,118.2633
Epsilon Largecap Fund,2018-06-12,118.321
Epsilon Largecap Fund,2018-06-13,117.54
Epsilon Largecap Fund,2018-06-14,117.437
Epsilon Largecap Fund,2018-06-15,117.0353
Epsilon Largecap Fund,2018-06-16,118.1408
Epsilon Largecap Fund,2018-06-17,118.0729
Epsilon Largecap Fund,2018-06-18,118.1545
Epsilon Largecap Fund,2018-06-19,118.4502
Epsilon Largecap Fund,2018-06-20,118.492
Epsilon Largecap Fund,2018-06-21,119.3595
Epsilon Largecap Fund,2018-06-22,119.0682
Epsilon Largecap Fund,2018-06-23,119.1855
Epsilon Largecap Fund,2018-06-24,118.8343
Epsilon Largecap Fund,2018-06-25,118.1943
Epsilon Largecap Fund,2018-06-26,117.9084
Epsilon Largecap Fund,2018-06-27,117.9099
Epsilon Largecap Fund,2018-06-28,117.7152
